StartTime,RunType,Target,ExecutionTimeSeconds,WarehouseSize,JobName,MinuteShift,Description,iso_format_start,iso_format_end
2025-04-16T16:06:00.515000,Incremental,prod,96.326,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 16:06:00.515,2025-04-16 16:07:36.841
2025-04-16T15:50:59.375000,Incremental,prod,101.7,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 15:50:59.375,2025-04-16 15:52:41.075
2025-04-16T15:35:55.266000,Incremental,prod,122.009,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 15:35:55.266,2025-04-16 15:37:57.275
2025-04-16T15:29:14.422000,Incremental,prod,114.016,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 15:29:14.422,2025-04-16 15:31:08.438
2025-04-16T15:20:54.692000,Incremental,prod,101.296,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 15:20:54.692,2025-04-16 15:22:35.988
2025-04-16T15:06:01.397000,Incremental,prod,102.767,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 15:06:01.397,2025-04-16 15:07:44.164
2025-04-16T14:50:54.997000,Incremental,prod,99.309,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 14:50:54.997,2025-04-16 14:52:34.306
2025-04-16T14:35:58.627000,Incremental,prod,146.221,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 14:35:58.627,2025-04-16 14:38:24.848
2025-04-16T14:29:12.954000,Incremental,prod,130.219,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 14:29:12.954,2025-04-16 14:31:23.173
2025-04-16T14:21:03.324000,Incremental,prod,101.444,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 14:21:03.324,2025-04-16 14:22:44.768
2025-04-16T14:05:53.197000,Incremental,prod,105.276,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 14:05:53.197,2025-04-16 14:07:38.473
2025-04-16T13:51:01.475000,Incremental,prod,97.938,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 13:51:01.475,2025-04-16 13:52:39.413
2025-04-16T13:36:00.609000,Incremental,prod,144.313,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 13:36:00.609,2025-04-16 13:38:24.922
2025-04-16T13:29:24.967000,Incremental,prod,119.199,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 13:29:24.967,2025-04-16 13:31:24.166
2025-04-16T13:21:01.763000,Incremental,prod,99.017,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 13:21:01.763,2025-04-16 13:22:40.78
2025-04-16T13:05:59.582000,Incremental,prod,99.616,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 13:05:59.582,2025-04-16 13:07:39.198
2025-04-16T12:50:59.590000,Incremental,prod,101.165,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 12:50:59.59,2025-04-16 12:52:40.755
2025-04-16T12:35:50.451000,Incremental,prod,155.244,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 12:35:50.451,2025-04-16 12:38:25.695
2025-04-16T12:29:08.597000,Incremental,prod,126.901,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 12:29:08.597,2025-04-16 12:31:15.498
2025-04-16T12:21:01.561000,Incremental,prod,101.759,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 12:21:01.561,2025-04-16 12:22:43.32
2025-04-16T12:05:52.748000,Incremental,prod,100.601,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 12:05:52.748,2025-04-16 12:07:33.349
2025-04-16T11:50:52.137000,Incremental,prod,102.212,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 11:50:52.137,2025-04-16 11:52:34.349
2025-04-16T11:36:00.424000,Incremental,prod,154.478,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 11:36:00.424,2025-04-16 11:38:34.902
2025-04-16T11:29:12.674000,Incremental,prod,127.283,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 11:29:12.674,2025-04-16 11:31:19.957
2025-04-16T11:20:57.374000,Incremental,prod,98.882,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 11:20:57.374,2025-04-16 11:22:36.256
2025-04-16T11:06:00.496000,Incremental,prod,100.137,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 11:06:00.496,2025-04-16 11:07:40.633
2025-04-16T10:50:48.885000,Incremental,prod,98.815,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 10:50:48.885,2025-04-16 10:52:27.7
2025-04-16T10:36:31.878000,Incremental,prod,146.813,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 10:36:31.878,2025-04-16 10:38:58.691
2025-04-16T10:29:54.093000,Incremental,prod,120.562,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 10:29:54.093,2025-04-16 10:31:54.655
2025-04-16T10:21:31.788000,Incremental,prod,96.094,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 10:21:31.788,2025-04-16 10:23:07.882
2025-04-16T10:05:55.160000,Incremental,prod,107.54,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 10:05:55.16,2025-04-16 10:07:42.7
2025-04-16T09:50:54.226000,Incremental,prod,101.66,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 09:50:54.226,2025-04-16 09:52:35.886
2025-04-16T09:35:50.122000,Incremental,prod,148.194,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 09:35:50.122,2025-04-16 09:38:18.316
2025-04-16T09:29:11.744000,Incremental,prod,126.901,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 09:29:11.744,2025-04-16 09:31:18.645
2025-04-16T09:20:56.278000,Incremental,prod,102.084,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 09:20:56.278,2025-04-16 09:22:38.362
2025-04-16T09:05:51.762000,Incremental,prod,101.494,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 09:05:51.762,2025-04-16 09:07:33.256
2025-04-16T08:50:48.298000,Incremental,prod,100.098,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 08:50:48.298,2025-04-16 08:52:28.396
2025-04-16T08:35:52.202000,Incremental,prod,151.877,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 08:35:52.202,2025-04-16 08:38:24.079
2025-04-16T08:29:04.275000,Incremental,prod,124.536,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 08:29:04.275,2025-04-16 08:31:08.811
2025-04-16T08:20:51.444000,Incremental,prod,138.726,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 08:20:51.444,2025-04-16 08:23:10.17
2025-04-16T08:05:57.975000,Incremental,prod,329.794,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 08:05:57.975,2025-04-16 08:11:27.769
2025-04-16T07:50:55.479000,Incremental,prod,99.123,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 07:50:55.479,2025-04-16 07:52:34.602
2025-04-16T07:35:56.310000,Incremental,prod,145.77,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 07:35:56.31,2025-04-16 07:38:22.08
2025-04-16T07:29:16.746000,Incremental,prod,123.064,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 07:29:16.746,2025-04-16 07:31:19.81
2025-04-16T07:20:52.608000,Incremental,prod,97.746,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 07:20:52.608,2025-04-16 07:22:30.354
2025-04-16T07:05:49.673000,Incremental,prod,100.625,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 07:05:49.673,2025-04-16 07:07:30.298
2025-04-16T06:50:53.984000,Incremental,prod,93.61,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 06:50:53.984,2025-04-16 06:52:27.594
2025-04-16T06:35:48.443000,Incremental,prod,145.056,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 06:35:48.443,2025-04-16 06:38:13.499
2025-04-16T06:29:15.533000,Incremental,prod,122.245,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 06:29:15.533,2025-04-16 06:31:17.778
2025-04-16T06:20:48.917000,Incremental,prod,100.118,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 06:20:48.917,2025-04-16 06:22:29.035
2025-04-16T06:05:55.414000,Incremental,prod,95.633,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 06:05:55.414,2025-04-16 06:07:31.047
2025-04-16T05:50:49.691000,Incremental,prod,100.106,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 05:50:49.691,2025-04-16 05:52:29.797
2025-04-16T05:35:47.515000,Incremental,prod,152.291,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 05:35:47.515,2025-04-16 05:38:19.806
2025-04-16T05:29:05.136000,Incremental,prod,124.038,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 05:29:05.136,2025-04-16 05:31:09.174
2025-04-16T05:20:55.148000,Incremental,prod,101.289,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 05:20:55.148,2025-04-16 05:22:36.437
2025-04-16T05:05:54.870000,Incremental,prod,101.604,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 05:05:54.87,2025-04-16 05:07:36.474
2025-04-16T04:50:46.818000,Incremental,prod,108.583,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 04:50:46.818,2025-04-16 04:52:35.401
2025-04-16T04:35:56.284000,Incremental,prod,148.624,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 04:35:56.284,2025-04-16 04:38:24.908
2025-04-16T04:29:10.278000,Incremental,prod,130.89,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 04:29:10.278,2025-04-16 04:31:21.168
2025-04-16T04:20:56.736000,Incremental,prod,100.964,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 04:20:56.736,2025-04-16 04:22:37.7
2025-04-16T04:06:00.249000,Incremental,prod,97.873,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 04:06:00.249,2025-04-16 04:07:38.122
2025-04-16T03:50:56.350000,Incremental,prod,95.886,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 03:50:56.35,2025-04-16 03:52:32.236
2025-04-16T03:35:50.932000,Incremental,prod,152.224,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 03:35:50.932,2025-04-16 03:38:23.156
2025-04-16T03:29:07.624000,Incremental,prod,126.525,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 03:29:07.624,2025-04-16 03:31:14.149
2025-04-16T03:20:58.327000,Incremental,prod,100.798,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 03:20:58.327,2025-04-16 03:22:39.125
2025-04-16T03:05:55.311000,Incremental,prod,100.074,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 03:05:55.311,2025-04-16 03:07:35.385
2025-04-16T02:50:51.237000,Incremental,prod,100.338,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 02:50:51.237,2025-04-16 02:52:31.575
2025-04-16T02:35:53.118000,Incremental,prod,146.938,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 02:35:53.118,2025-04-16 02:38:20.056
2025-04-16T02:29:15.139000,Incremental,prod,125.134,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 02:29:15.139,2025-04-16 02:31:20.273
2025-04-16T02:20:53.470000,Incremental,prod,101.68,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 02:20:53.47,2025-04-16 02:22:35.15
2025-04-16T02:05:56.204000,Incremental,prod,103.665,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 02:05:56.204,2025-04-16 02:07:39.869
2025-04-16T01:50:57.276000,Incremental,prod,102.991,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 01:50:57.276,2025-04-16 01:52:40.267
2025-04-16T01:35:55.555000,Incremental,prod,145.397,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 01:35:55.555,2025-04-16 01:38:20.952
2025-04-16T01:29:16.528000,Incremental,prod,123.17,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 01:29:16.528,2025-04-16 01:31:19.698
2025-04-16T01:20:50.408000,Incremental,prod,102.738,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 01:20:50.408,2025-04-16 01:22:33.146
2025-04-16T01:05:50.297000,Incremental,prod,100.94,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 01:05:50.297,2025-04-16 01:07:31.237
2025-04-16T00:50:49.446000,Incremental,prod,106.319,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 00:50:49.446,2025-04-16 00:52:35.765
2025-04-16T00:35:50.726000,Incremental,prod,147.559,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 00:35:50.726,2025-04-16 00:38:18.285
2025-04-16T00:29:18.108000,Incremental,prod,130.231,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 00:29:18.108,2025-04-16 00:31:28.339
2025-04-16T00:20:56.818000,Incremental,prod,103.506,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 00:20:56.818,2025-04-16 00:22:40.324
2025-04-16T00:05:55.591000,Incremental,prod,101.674,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-16 00:05:55.591,2025-04-16 00:07:37.265
2025-04-15T23:52:28.459000,Incremental,prod,97.144,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 23:52:28.459,2025-04-15 23:54:05.603
2025-04-15T23:35:52.248000,Incremental,prod,178.031,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 23:35:52.248,2025-04-15 23:38:50.279
2025-04-15T23:29:08.356000,Incremental,prod,107.554,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 23:29:08.356,2025-04-15 23:30:55.91
2025-04-15T23:20:54.340000,Incremental,prod,123.035,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 23:20:54.34,2025-04-15 23:22:57.375
2025-04-15T23:05:56.191000,Incremental,prod,100.208,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 23:05:56.191,2025-04-15 23:07:36.399
2025-04-15T22:50:57.175000,Incremental,prod,100.781,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 22:50:57.175,2025-04-15 22:52:37.956
2025-04-15T22:36:43.778000,Incremental,prod,181.224,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 22:36:43.778,2025-04-15 22:39:45.002
2025-04-15T22:30:17.830000,Incremental,prod,120.288,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 22:30:17.83,2025-04-15 22:32:18.118
2025-04-15T22:21:42.483000,Incremental,prod,102.601,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 22:21:42.483,2025-04-15 22:23:25.084
2025-04-15T22:05:53.612000,Incremental,prod,100.797,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 22:05:53.612,2025-04-15 22:07:34.409
2025-04-15T21:50:54.596000,Incremental,prod,104.23,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 21:50:54.596,2025-04-15 21:52:38.826
2025-04-15T21:35:59.329000,Incremental,prod,142.484,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 21:35:59.329,2025-04-15 21:38:21.813
2025-04-15T21:29:27.235000,Incremental,prod,117.496,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 21:29:27.235,2025-04-15 21:31:24.731
2025-04-15T21:20:58.355000,Incremental,prod,101.072,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 21:20:58.355,2025-04-15 21:22:39.427
2025-04-15T21:05:54.876000,Incremental,prod,102.203,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 21:05:54.876,2025-04-15 21:07:37.079
2025-04-15T20:51:01.256000,Incremental,prod,101.779,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 20:51:01.256,2025-04-15 20:52:43.035
2025-04-15T20:35:57.953000,Incremental,prod,149.643,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 20:35:57.953,2025-04-15 20:38:27.596
2025-04-15T20:29:15.978000,Incremental,prod,125.309,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 20:29:15.978,2025-04-15 20:31:21.287
2025-04-15T20:20:59.015000,Incremental,prod,97.697,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 20:20:59.015,2025-04-15 20:22:36.712
2025-04-15T20:05:56.928000,Incremental,prod,105.273,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 20:05:56.928,2025-04-15 20:07:42.201
2025-04-15T19:51:02.993000,Incremental,prod,99.745,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 19:51:02.993,2025-04-15 19:52:42.738
2025-04-15T19:35:56.253000,Incremental,prod,148.237,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 19:35:56.253,2025-04-15 19:38:24.49
2025-04-15T19:29:15.943000,Incremental,prod,134.71,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 19:29:15.943,2025-04-15 19:31:30.653
2025-04-15T19:21:02.026000,Incremental,prod,101.891,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 19:21:02.026,2025-04-15 19:22:43.917
2025-04-15T19:05:53.871000,Incremental,prod,101.261,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 19:05:53.871,2025-04-15 19:07:35.132
2025-04-15T18:50:57.366000,Incremental,prod,100.029,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 18:50:57.366,2025-04-15 18:52:37.395
2025-04-15T18:36:02.424000,Incremental,prod,146.152,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 18:36:02.424,2025-04-15 18:38:28.576
2025-04-15T18:29:16.447000,Incremental,prod,128.045,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 18:29:16.447,2025-04-15 18:31:24.492
2025-04-15T18:21:03.310000,Incremental,prod,101.372,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 18:21:03.31,2025-04-15 18:22:44.682
2025-04-15T18:05:58.892000,Incremental,prod,101.359,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 18:05:58.892,2025-04-15 18:07:40.251
2025-04-15T17:51:03.238000,Incremental,prod,99.581,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 17:51:03.238,2025-04-15 17:52:42.819
2025-04-15T17:35:56.612000,Incremental,prod,147.434,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 17:35:56.612,2025-04-15 17:38:24.046
2025-04-15T17:29:11.362000,Incremental,prod,123.008,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 17:29:11.362,2025-04-15 17:31:14.37
2025-04-15T17:21:13.190000,Incremental,prod,95.944,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 17:21:13.19,2025-04-15 17:22:49.134
2025-04-15T17:05:54.033000,Incremental,prod,99.402,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 17:05:54.033,2025-04-15 17:07:33.435
2025-04-15T16:50:59.174000,Incremental,prod,105.744,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 16:50:59.174,2025-04-15 16:52:44.918
2025-04-15T16:35:54.445000,Incremental,prod,149.308,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 16:35:54.445,2025-04-15 16:38:23.753
2025-04-15T16:29:17.556000,Incremental,prod,124.287,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 16:29:17.556,2025-04-15 16:31:21.843
2025-04-15T16:21:03.590000,Incremental,prod,86.249,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 16:21:03.59,2025-04-15 16:22:29.839
2025-04-15T16:06:08.694000,Incremental,prod,99.973,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 16:06:08.694,2025-04-15 16:07:48.667
2025-04-15T15:51:01.991000,Incremental,prod,98.104,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 15:51:01.991,2025-04-15 15:52:40.095
2025-04-15T15:35:55.969000,Incremental,prod,147.211,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 15:35:55.969,2025-04-15 15:38:23.18
2025-04-15T15:29:10.115000,Incremental,prod,127.635,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 15:29:10.115,2025-04-15 15:31:17.75
2025-04-15T15:20:59.955000,Incremental,prod,102.652,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 15:20:59.955,2025-04-15 15:22:42.607
2025-04-15T15:05:56.815000,Incremental,prod,98.683,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 15:05:56.815,2025-04-15 15:07:35.498
2025-04-15T14:50:57.507000,Incremental,prod,100.777,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 14:50:57.507,2025-04-15 14:52:38.284
2025-04-15T14:35:53.357000,Incremental,prod,151.047,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 14:35:53.357,2025-04-15 14:38:24.404
2025-04-15T14:29:20.677000,Incremental,prod,123.52,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 14:29:20.677,2025-04-15 14:31:24.197
2025-04-15T14:20:51.896000,Incremental,prod,100.967,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 14:20:51.896,2025-04-15 14:22:32.863
2025-04-15T14:05:56.445000,Incremental,prod,100.027,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 14:05:56.445,2025-04-15 14:07:36.472
2025-04-15T13:50:55.718000,Incremental,prod,101.134,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 13:50:55.718,2025-04-15 13:52:36.852
2025-04-15T13:36:01.723000,Incremental,prod,151.128,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 13:36:01.723,2025-04-15 13:38:32.851
2025-04-15T13:29:17.602000,Incremental,prod,130.021,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 13:29:17.602,2025-04-15 13:31:27.623
2025-04-15T13:20:57.614000,Incremental,prod,85.751,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 13:20:57.614,2025-04-15 13:22:23.365
2025-04-15T13:05:51.178000,Incremental,prod,99.415,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 13:05:51.178,2025-04-15 13:07:30.593
2025-04-15T12:50:54.213000,Incremental,prod,97.104,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 12:50:54.213,2025-04-15 12:52:31.317
2025-04-15T12:35:57.060000,Incremental,prod,148.35,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 12:35:57.06,2025-04-15 12:38:25.41
2025-04-15T12:29:14.473000,Incremental,prod,127.199,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 12:29:14.473,2025-04-15 12:31:21.672
2025-04-15T12:20:59.613000,Incremental,prod,101.286,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 12:20:59.613,2025-04-15 12:22:40.899
2025-04-15T12:05:54.210000,Incremental,prod,99.964,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 12:05:54.21,2025-04-15 12:07:34.174
2025-04-15T11:50:51.588000,Incremental,prod,97.664,Medium,TextpicksSeenIncremental,20,Incremental addition in Snowflake of content viewed receipts,2025-04-15 11:50:51.588,2025-04-15 11:52:29.252
